"index","id","chain","offer","repeattrips","repeater","offerdate"
7,123291931,3,1197502,0,f,"2013-03-25"
13,123292308,14,1197502,1,t,"2013-04-01"
12,123300149,20,1197502,0,f,"2013-04-01"
9,123303296,17,1204576,0,f,"2013-04-05"
12,123309148,20,1197502,0,f,"2013-03-29"
19,123310401,88,1197502,0,f,"2013-03-25"
12,123319017,20,1197502,0,f,"2013-04-17"
13,123323622,14,1204576,4,t,"2013-04-04"
9,123333571,17,1197502,0,f,"2013-03-28"
13,123342231,14,1197502,1,t,"2013-03-30"
19,123345251,88,1197502,0,f,"2013-04-01"
19,123347479,88,1197502,0,f,"2013-03-25"
7,123351423,3,1197502,0,f,"2013-04-18"
12,123353397,20,1197502,0,f,"2013-03-31"
12,123354208,20,1197502,0,f,"2013-03-29"
13,123358196,14,1197502,0,f,"2013-03-25"
13,123361958,14,1197502,1,t,"2013-03-26"
19,123362970,88,1197502,0,f,"2013-03-30"
19,123366490,88,1197502,0,f,"2013-04-18"
7,123377374,3,1204576,0,f,"2013-04-05"
19,123379717,88,1197502,0,f,"2013-03-27"
19,123390191,88,1197502,1,t,"2013-03-30"
7,123392117,3,1208251,0,f,"2013-04-23"
13,123393695,14,1197502,0,f,"2013-04-05"
9,123397772,17,1197502,0,f,"2013-03-25"
19,123398890,88,1197502,0,f,"2013-03-27"
14,123408541,15,1197502,0,f,"2013-03-25"
19,123410682,88,1197502,0,f,"2013-03-31"
19,123411250,88,1208251,0,f,"2013-04-27"
13,123414590,14,1208251,2,t,"2013-04-23"
13,123417541,14,1197502,0,f,"2013-04-21"
9,123421030,17,1197502,0,f,"2013-03-31"
19,123424505,88,1200581,2,t,"2013-03-31"
13,123431619,14,1208251,1,t,"2013-04-23"
13,123432682,14,1204576,0,f,"2013-04-04"
13,123432697,14,1197502,0,f,"2013-04-01"
13,123446402,14,1197502,0,f,"2013-03-29"
9,123452057,17,1197502,0,f,"2013-03-26"
13,123468766,14,1208251,1,t,"2013-04-28"
7,123474559,3,1208251,2,t,"2013-04-24"
27,123488339,192,1197502,1,t,"2013-03-30"
9,123502096,17,1197502,1,t,"2013-03-27"
9,123514299,17,1197502,0,f,"2013-03-25"
9,123515788,17,1197502,0,f,"2013-03-25"
9,123516105,17,1197502,0,f,"2013-03-26"
9,123517282,17,1208251,0,f,"2013-04-25"
9,123522007,17,1204576,0,f,"2013-04-05"
7,123528760,3,1197502,0,f,"2013-03-30"
13,123528873,14,1208251,0,f,"2013-04-26"
9,123542092,17,1197502,0,f,"2013-03-30"
9,123547903,17,1204576,0,f,"2013-04-30"
9,123563809,17,1197502,0,f,"2013-03-25"
9,123570191,17,1204576,0,f,"2013-04-04"
19,123581467,88,1208252,2,t,"2013-04-26"
9,123583053,17,1208251,0,f,"2013-04-23"
9,123584504,17,1204576,1,t,"2013-04-06"
9,123613717,17,1197502,0,f,"2013-04-16"
9,123614414,17,1208251,0,f,"2013-04-27"
13,123615934,14,1197502,0,f,"2013-04-17"
9,123616758,17,1197502,0,f,"2013-03-27"
13,123617075,14,1197502,0,f,"2013-03-25"
9,123629799,17,1197502,0,f,"2013-03-27"
9,123631954,17,1208251,0,f,"2013-04-23"
9,123633767,17,1208251,0,f,"2013-04-30"
9,123638793,17,1204576,0,f,"2013-04-04"
9,123641600,17,1197502,0,f,"2013-03-31"
9,123647879,17,1208251,4,t,"2013-04-23"
9,123647972,17,1197502,2,t,"2013-03-26"
9,123651570,17,1197502,0,f,"2013-03-26"
13,123654335,14,1197502,0,f,"2013-03-29"
9,123659520,17,1197502,0,f,"2013-03-31"
9,123672454,17,1197502,2,t,"2013-03-27"
9,123678805,17,1197502,0,f,"2013-03-25"
9,123685147,17,1200581,0,f,"2013-03-30"
9,123692186,17,1208251,0,f,"2013-04-30"
9,123698257,17,1197502,0,f,"2013-03-25"
13,123700377,14,1200581,1,t,"2013-03-30"
13,123700455,14,1197502,0,f,"2013-03-25"
9,123711591,17,1208251,0,f,"2013-04-23"
13,123741985,14,1208251,0,f,"2013-04-23"
27,123742222,192,1197502,0,f,"2013-03-26"
13,123742652,14,1208252,1,t,"2013-04-23"
9,123753760,17,1197502,0,f,"2013-03-26"
13,123755319,14,1208251,0,f,"2013-04-26"
9,123763899,17,1197502,3,t,"2013-03-29"
9,123766545,17,1197502,0,f,"2013-03-26"
9,123767972,17,1197502,2,t,"2013-03-28"
9,123769792,17,1197502,0,f,"2013-04-04"
9,123770710,17,1208251,0,f,"2013-04-25"
9,123779260,17,1197502,0,f,"2013-04-24"
7,123779995,3,1197502,1,t,"2013-03-26"
7,123783281,3,1204576,0,f,"2013-04-08"
9,123788188,17,1208251,0,f,"2013-04-24"
9,123791909,17,1197502,0,f,"2013-03-29"
7,123792765,3,1197502,0,f,"2013-03-29"
13,123793004,14,1197502,0,f,"2013-03-25"
12,123793811,20,1204821,0,f,"2013-04-01"
9,123795513,17,1208251,0,f,"2013-04-23"
9,123795612,17,1208252,1,t,"2013-04-30"
6,123797326,4,1204576,0,f,"2013-04-04"
7,123808760,3,1208251,0,f,"2013-04-23"
9,123809099,17,1208251,0,f,"2013-04-25"
13,123812421,14,1197502,0,f,"2013-03-25"
13,123823884,14,1197502,0,f,"2013-03-25"
14,123828040,15,1208251,1,t,"2013-04-23"
9,123832881,17,1208252,1,t,"2013-04-28"
9,123834308,17,1204576,1,t,"2013-04-06"
12,123841290,20,1208251,1,t,"2013-04-23"
13,123841949,14,1200581,0,f,"2013-03-30"
12,123844639,20,1197502,0,f,"2013-03-29"
6,123844693,4,1197502,0,f,"2013-03-30"
9,123853858,17,1197502,1,t,"2013-03-29"
13,123865159,14,1197502,0,f,"2013-03-29"
9,123865947,17,1204576,0,f,"2013-04-04"
19,123866394,88,1208251,0,f,"2013-04-26"
19,123869375,88,1197502,0,f,"2013-03-29"
13,123876524,14,1197502,0,f,"2013-03-25"
6,123880894,4,1197502,0,f,"2013-03-27"
9,123881536,17,1208251,2,t,"2013-04-23"
13,123884846,14,1197502,0,f,"2013-03-29"
19,123888107,88,1197502,0,f,"2013-03-30"
12,123891036,20,1200581,0,f,"2013-03-31"
13,123894514,14,1197502,0,f,"2013-03-25"
14,123895420,15,1204576,0,f,"2013-04-04"
14,123898199,15,1208251,2,t,"2013-04-24"
12,123902849,20,1197502,0,f,"2013-03-26"
14,123909210,15,1197502,0,f,"2013-03-31"
13,123910658,14,1197502,0,f,"2013-03-26"
7,123932286,3,1197502,0,f,"2013-04-01"
19,123932787,88,1208251,1,t,"2013-04-27"
13,123935836,14,1197502,0,f,"2013-03-25"
13,123938422,14,1208251,0,f,"2013-04-26"
19,123949023,88,1197502,0,f,"2013-03-27"
12,123953905,20,1197502,0,f,"2013-03-26"
13,123956757,14,1197502,0,f,"2013-03-28"
7,123962427,3,1197502,0,f,"2013-03-26"
19,123974544,88,1204576,0,f,"2013-04-04"
12,123975927,20,1208251,0,f,"2013-04-26"
13,123976987,14,1208251,0,f,"2013-04-23"
13,123977450,14,1197502,1,t,"2013-03-29"
13,123979400,14,1200581,11,t,"2013-03-30"
14,123986268,15,1197502,0,f,"2013-03-30"
19,123986313,88,1204576,1,t,"2013-04-05"
7,123986927,3,1208251,0,f,"2013-04-26"
9,123992063,17,1197502,0,f,"2013-03-29"
6,123992857,4,1208252,1,t,"2013-04-28"
19,123993132,88,1204576,0,f,"2013-04-04"
19,123993620,88,1208252,0,f,"2013-04-25"
13,123993737,14,1197502,0,f,"2013-03-25"
9,123997412,17,1197502,0,f,"2013-03-30"
9,123998095,17,1197502,1,t,"2013-03-27"
16,123998206,18,1197502,0,f,"2013-03-25"
19,123998988,88,1197502,3,t,"2013-03-25"
13,124000715,14,1197502,0,f,"2013-03-25"
6,124003048,4,1208251,0,f,"2013-04-23"
44,124006410,95,1200581,0,f,"2013-04-01"
9,124014370,17,1208251,0,f,"2013-04-24"
6,124015407,4,1197502,0,f,"2013-03-30"
14,124023646,15,1197502,0,f,"2013-03-25"
13,124035200,14,1197502,0,f,"2013-03-28"
6,124040576,4,1197502,0,f,"2013-03-25"
12,124041115,20,1208252,0,f,"2013-04-26"
19,124047257,88,1200581,0,f,"2013-03-31"
13,124054060,14,1197502,0,f,"2013-03-30"
13,124055611,14,1197502,0,f,"2013-03-29"
44,124059429,95,1197502,0,f,"2013-03-29"
12,124063775,20,1197502,1,t,"2013-03-25"
19,124064576,88,1197502,0,f,"2013-04-02"
6,124068447,4,1204576,0,f,"2013-04-04"
6,124072850,4,1197502,0,f,"2013-04-05"
13,124073611,14,1197502,0,f,"2013-04-06"
13,124076769,14,1197502,1,t,"2013-04-02"
14,124078896,15,1197502,0,f,"2013-03-25"
6,124081013,4,1197502,0,f,"2013-03-25"
14,124083152,15,1197502,1,t,"2013-03-27"
13,124083403,14,1204576,0,f,"2013-04-04"
19,124085464,88,1208251,0,f,"2013-04-26"
14,124089339,15,1197502,0,f,"2013-03-26"
6,124090445,4,1197502,0,f,"2013-04-01"
6,124092652,4,1197502,0,f,"2013-03-25"
9,124092817,17,1208251,0,f,"2013-04-26"
12,124093514,20,1197502,1,t,"2013-03-29"
6,124100874,4,1197502,0,f,"2013-04-01"
6,124104617,4,1204576,1,t,"2013-04-04"
13,124111017,14,1208251,0,f,"2013-04-26"
19,124111785,88,1197502,0,f,"2013-03-30"
19,124113772,88,1197502,2,t,"2013-04-02"
44,124114078,95,1197502,0,f,"2013-03-25"
9,124118019,17,1197502,0,f,"2013-03-25"
44,124128392,95,1197502,0,f,"2013-03-28"
9,124129826,17,1204576,0,f,"2013-04-04"
14,124129876,15,1197502,0,f,"2013-03-27"
9,124131665,17,1200581,0,f,"2013-04-04"
16,124132473,18,1197502,0,f,"2013-03-29"
6,124137667,4,1197502,0,f,"2013-03-31"
6,124139633,4,1197502,0,f,"2013-03-30"
19,124144001,88,1197502,1,t,"2013-04-05"
19,124147142,88,1197502,0,f,"2013-03-25"
14,124151252,15,1197502,0,f,"2013-03-25"
12,124156962,20,1197502,1,t,"2013-03-27"
6,124157087,4,1200581,0,f,"2013-03-31"
19,124163468,88,1197502,0,f,"2013-04-17"
44,124174193,95,1197502,0,f,"2013-03-26"
13,124174213,14,1208252,0,f,"2013-04-27"
19,124174558,88,1204576,0,f,"2013-04-05"
19,124184096,88,1197502,0,f,"2013-03-28"
13,124188419,14,1208251,0,f,"2013-04-28"
13,124190097,14,1197502,0,f,"2013-03-27"
12,124191725,20,1197502,0,f,"2013-03-30"
44,124194512,95,1197502,0,f,"2013-03-28"
13,124196256,14,1208251,1,t,"2013-04-29"
6,124198046,4,1197502,0,f,"2013-04-19"
44,124201895,95,1197502,0,f,"2013-03-25"
12,124202240,20,1197502,0,f,"2013-03-25"
13,124211606,14,1197502,1,t,"2013-03-25"
13,124212582,14,1197502,0,f,"2013-03-29"
9,124212833,17,1204576,3,t,"2013-04-04"
14,124214786,15,1197502,0,f,"2013-03-25"
6,124223320,4,1197502,0,f,"2013-04-01"
14,124225210,15,1200581,0,f,"2013-03-31"
14,124226349,15,1204576,0,f,"2013-04-06"
7,124230542,3,1204576,0,f,"2013-04-06"
14,124232426,15,1204821,0,f,"2013-04-08"
9,124234758,17,1204576,0,f,"2013-04-08"
44,124235036,95,1197502,0,f,"2013-03-26"
14,124235116,15,1204576,3,t,"2013-04-04"
13,124236150,14,1204576,4,t,"2013-04-04"
19,124238240,88,1197502,0,f,"2013-03-27"
14,124242743,15,1197502,0,f,"2013-03-28"
13,124244627,14,1204576,0,f,"2013-04-08"
6,124253084,4,1197502,0,f,"2013-03-28"
16,124256690,18,1204576,0,f,"2013-04-24"
7,124257457,3,1208251,0,f,"2013-04-25"
16,124257577,18,1208251,0,f,"2013-04-24"
16,124263329,18,1197502,0,f,"2013-03-26"
19,124264159,88,1197502,0,f,"2013-04-20"
9,124264260,17,1197502,0,f,"2013-03-26"
14,124268790,15,1197502,1,t,"2013-03-28"
14,124270571,15,1208251,1,t,"2013-04-23"
9,124271551,17,1197502,0,f,"2013-04-04"
9,124271892,17,1208252,0,f,"2013-04-27"
14,124272493,15,1200582,0,f,"2013-03-30"
9,124273384,17,1197502,0,f,"2013-03-25"
14,124276482,15,1208251,5,t,"2013-04-24"
16,124278516,18,1197502,0,f,"2013-03-26"
14,124280886,15,1197502,1,t,"2013-03-25"
16,124283623,18,1197502,0,f,"2013-03-25"
9,124283996,17,1208251,1,t,"2013-04-23"
16,124288922,18,1197502,0,f,"2013-03-30"
14,124289355,15,1197502,0,f,"2013-03-26"
9,124293037,17,1204576,1,t,"2013-04-06"
6,124293452,4,1208251,0,f,"2013-04-23"
6,124294552,4,1197502,0,f,"2013-03-30"
13,124298323,14,1200581,0,f,"2013-04-05"
14,124299604,15,1197502,1,t,"2013-03-27"
16,124302161,18,1197502,0,f,"2013-03-30"
13,124303931,14,1197502,0,f,"2013-03-27"
16,124304232,18,1197502,1,t,"2013-03-25"
16,124307773,18,1197502,0,f,"2013-03-28"
16,124309145,18,1204821,0,f,"2013-04-02"
12,124311535,20,1208252,0,f,"2013-04-24"
14,124313874,15,1197502,1,t,"2013-03-25"
9,124314447,17,1200581,0,f,"2013-03-31"
9,124319570,17,1204576,0,f,"2013-04-08"
13,124324844,14,1208252,0,f,"2013-04-23"
16,124330226,18,1197502,0,f,"2013-03-26"
6,124330925,4,1197502,0,f,"2013-03-25"
14,124331719,15,1208251,2,t,"2013-04-25"
14,124331781,15,1197502,0,f,"2013-04-03"
9,124331792,17,1197502,0,f,"2013-03-30"
14,124341065,15,1197502,0,f,"2013-03-26"
14,124341740,15,1208251,2,t,"2013-04-26"
14,124345409,15,1208251,0,f,"2013-04-30"
16,124345718,18,1204576,1,t,"2013-04-07"
13,124347241,14,1208251,0,f,"2013-04-27"
16,124350364,18,1197502,0,f,"2013-03-25"
16,124351837,18,1197502,0,f,"2013-03-29"
9,124352705,17,1197502,2,t,"2013-04-02"
14,124355308,15,1197502,0,f,"2013-03-30"
14,124357035,15,1208251,0,f,"2013-04-24"
14,124357421,15,1204576,1,t,"2013-04-04"
14,124361230,15,1197502,0,f,"2013-03-25"
14,124361943,15,1204821,0,f,"2013-04-01"
14,124364160,15,1197502,0,f,"2013-03-26"
7,124366678,3,1197502,1,t,"2013-03-26"
16,124367162,18,1204576,0,f,"2013-04-06"
14,124368557,15,1197502,0,f,"2013-04-21"
9,124372093,17,1204576,0,f,"2013-04-06"
14,124373225,15,1200988,0,f,"2013-03-15"
16,124373908,18,1204822,0,f,"2013-04-17"
6,124374236,4,1197502,0,f,"2013-04-16"
16,124375796,18,1208251,0,f,"2013-04-28"
9,124379076,17,1197502,0,f,"2013-03-28"
16,124379393,18,1208251,1,t,"2013-04-24"
14,124382304,15,1204576,0,f,"2013-04-05"
12,124384350,20,1197502,0,f,"2013-03-25"
9,124389390,17,1197502,1,t,"2013-03-28"
14,124394093,15,1208251,0,f,"2013-04-23"
14,124397452,15,1197502,0,f,"2013-03-29"
14,124397960,15,1197502,0,f,"2013-03-25"
14,124401216,15,1197502,0,f,"2013-04-25"
14,124402298,15,1208251,2,t,"2013-04-25"
14,124402973,15,1208252,0,f,"2013-04-24"
16,124403423,18,1197502,0,f,"2013-03-28"
6,124403984,4,1197502,0,f,"2013-03-29"
14,124406450,15,1197502,0,f,"2013-03-28"
16,124407007,18,1204576,1,t,"2013-04-05"
9,124408493,17,1204576,0,f,"2013-04-07"
9,124411220,17,1204576,1,t,"2013-04-08"
7,124411414,3,1197502,0,f,"2013-03-29"
9,124413751,17,1197502,0,f,"2013-03-26"
14,124418042,15,1197502,0,f,"2013-04-09"
14,124418676,15,1204576,0,f,"2013-04-06"
13,124419127,14,1197502,1,t,"2013-03-26"
12,124420580,20,1197502,0,f,"2013-03-27"
16,124423058,18,1197502,1,t,"2013-04-07"
14,124424821,15,1197502,0,f,"2013-03-27"
16,124425847,18,1197502,1,t,"2013-03-25"
14,124426608,15,1204821,0,f,"2013-04-03"
9,124427883,17,1204576,0,f,"2013-04-07"
16,124430985,18,1197502,0,f,"2013-03-27"
9,124434037,17,1197502,0,f,"2013-04-20"
14,124434264,15,1204576,0,f,"2013-04-04"
13,124435444,14,1204576,0,f,"2013-04-08"
13,124436123,14,1208251,0,f,"2013-04-29"
16,124440990,18,1197502,1,t,"2013-03-28"
14,124441149,15,1197502,0,f,"2013-03-28"
14,124442574,15,1208251,0,f,"2013-04-23"
9,124446569,17,1208251,0,f,"2013-04-23"
16,124449794,18,1197502,0,f,"2013-03-26"
14,124452195,15,1197502,1,t,"2013-03-28"
9,124453126,17,1197502,0,f,"2013-04-03"
14,124453944,15,1197502,1,t,"2013-03-25"
14,124454124,15,1208251,0,f,"2013-04-24"
19,124456573,88,1197502,1,t,"2013-03-25"
13,124456796,14,1208251,0,f,"2013-04-23"
9,124458392,17,1204576,0,f,"2013-04-04"
9,124458691,17,1197502,2,t,"2013-03-29"
9,124461709,17,1197502,1,t,"2013-04-21"
14,124465597,15,1208251,0,f,"2013-04-26"
7,124467596,3,1197502,0,f,"2013-03-29"
14,124480061,15,1197502,0,f,"2013-03-27"
6,124486787,4,1197502,0,f,"2013-04-16"
9,124488710,17,1197502,0,f,"2013-03-30"
16,124491942,18,1200582,0,f,"2013-04-06"
14,124492518,15,1204822,0,f,"2013-04-06"
14,124493436,15,1197502,0,f,"2013-03-25"
13,124496639,14,1208251,0,f,"2013-04-23"
14,124498568,15,1204821,0,f,"2013-04-23"
14,124499699,15,1204821,0,f,"2013-04-01"
14,124500528,15,1208251,0,f,"2013-04-23"
14,124503167,15,1197502,0,f,"2013-03-31"
14,124513413,15,1208251,0,f,"2013-04-23"
16,124516715,18,1204821,0,f,"2013-04-02"
19,124531013,88,1208251,0,f,"2013-04-23"
16,124532388,18,1197502,0,f,"2013-03-27"
12,124539720,20,1197502,0,f,"2013-03-28"
9,124540372,17,1208251,0,f,"2013-04-24"
9,124541794,17,1197502,0,f,"2013-03-26"
7,124545003,3,1197502,0,f,"2013-03-26"
6,124546192,4,1197502,1,t,"2013-04-18"
14,124547850,15,1204576,1,t,"2013-04-06"
14,124549050,15,1197502,0,f,"2013-03-27"
13,124550426,14,1197502,0,f,"2013-04-18"
16,124551878,18,1197502,0,f,"2013-03-29"
14,124554740,15,1197502,0,f,"2013-03-25"
14,124555227,15,1197502,0,f,"2013-03-25"
13,124555391,14,1200581,0,f,"2013-03-30"
14,124563667,15,1197502,0,f,"2013-03-26"
14,124569408,15,1204822,0,f,"2013-04-19"
9,124579131,17,1197502,1,t,"2013-03-25"
6,124583506,4,1208252,0,f,"2013-04-28"
16,124584342,18,1208251,1,t,"2013-04-24"
13,124592418,14,1197502,1,t,"2013-03-25"
13,124596585,14,1197502,0,f,"2013-03-25"
13,124598042,14,1208251,0,f,"2013-04-24"
44,124598868,95,1197502,0,f,"2013-03-25"
6,124602944,4,1197502,0,f,"2013-03-25"
19,124604524,88,1200581,0,f,"2013-03-31"
13,124604982,14,1197502,0,f,"2013-03-26"
14,124611844,15,1197502,1,t,"2013-03-29"
14,124615222,15,1197502,0,f,"2013-03-26"
14,124616064,15,1197502,0,f,"2013-03-25"
19,124618092,88,1197502,0,f,"2013-03-29"
16,124618537,18,1197502,1,t,"2013-03-26"
13,124619082,14,1197502,0,f,"2013-04-16"
14,124620421,15,1197502,0,f,"2013-03-27"
14,124623266,15,1208252,0,f,"2013-04-29"
14,124624611,15,1204576,0,f,"2013-04-04"
14,124625374,15,1197502,0,f,"2013-03-26"
14,124626408,15,1197502,1,t,"2013-03-25"
16,124626753,18,1197502,1,t,"2013-03-27"
14,124628749,15,1208251,0,f,"2013-04-28"
14,124629050,15,1197502,0,f,"2013-04-02"
14,124630896,15,1197502,0,f,"2013-03-25"
14,124635476,15,1204822,2,t,"2013-04-17"
14,124637389,15,1197502,0,f,"2013-03-29"
14,124637884,15,1197502,0,f,"2013-03-30"
16,124638856,18,1197502,0,f,"2013-03-27"
14,124645322,15,1204822,0,f,"2013-04-01"
9,124649465,17,1197502,0,f,"2013-03-25"
16,124650095,18,1197502,0,f,"2013-03-26"
14,124652756,15,1208251,0,f,"2013-04-23"
6,124657069,4,1197502,0,f,"2013-03-25"
16,124657237,18,1197502,1,t,"2013-03-27"
16,124657928,18,1197502,1,t,"2013-04-09"
16,124664203,18,1197502,0,f,"2013-04-17"
14,124670711,15,1208252,0,f,"2013-04-29"
16,124674627,18,1197502,0,f,"2013-03-26"
14,124677987,15,1197502,1,t,"2013-03-25"
14,124680867,15,1208251,0,f,"2013-04-24"
14,124682533,15,1204576,1,t,"2013-04-05"
44,124685090,95,1204821,0,f,"2013-04-01"
14,124688312,15,1208251,0,f,"2013-04-24"
16,124689527,18,1197502,1,t,"2013-03-25"
16,124689731,18,1197502,0,f,"2013-03-27"
16,124697840,18,1197502,0,f,"2013-04-18"
16,124699199,18,1197502,0,f,"2013-03-25"
6,124700004,4,1197502,0,f,"2013-04-02"
14,124702710,15,1208251,0,f,"2013-04-27"
14,124704203,15,1197502,0,f,"2013-03-25"
16,124711024,18,1197502,0,f,"2013-03-26"
14,124719319,15,1197502,0,f,"2013-04-19"
14,124724739,15,1197502,0,f,"2013-03-25"
19,124724953,88,1197502,0,f,"2013-03-27"
14,124727166,15,1197502,1,t,"2013-03-25"
14,124730237,15,1204822,0,f,"2013-04-02"
14,124733330,15,1197502,0,f,"2013-03-26"
14,124733591,15,1197502,0,f,"2013-03-27"
14,124733733,15,1197502,0,f,"2013-04-16"
14,124734135,15,1197502,1,t,"2013-03-26"
16,124734292,18,1197502,1,t,"2013-03-25"
14,124734903,15,1197502,0,f,"2013-03-27"
16,124743535,18,1197502,0,f,"2013-03-25"
9,124747821,17,1197502,0,f,"2013-03-25"
6,124754390,4,1197502,0,f,"2013-03-27"
14,124756805,15,1197502,0,f,"2013-03-28"
14,124757248,15,1197502,0,f,"2013-03-26"
16,124759376,18,1200581,1,t,"2013-04-07"
14,124760160,15,1208252,1,t,"2013-04-25"
14,124763483,15,1197502,0,f,"2013-03-31"
16,124771548,18,1197502,0,f,"2013-03-25"
14,124775744,15,1197502,0,f,"2013-03-29"
16,124777940,18,1197502,0,f,"2013-03-28"
6,124782422,4,1197502,0,f,"2013-04-22"
12,124782672,20,1197502,0,f,"2013-03-27"
13,124783466,14,1197502,0,f,"2013-03-25"
6,124788656,4,1197502,0,f,"2013-03-25"
14,124790688,15,1197502,0,f,"2013-03-26"
16,124790883,18,1208251,0,f,"2013-04-23"
14,124793795,15,1197502,0,f,"2013-03-28"
14,124799217,15,1197502,0,f,"2013-03-28"
16,124802664,18,1200582,0,f,"2013-04-02"
9,124803527,17,1197502,1,t,"2013-03-26"
14,124809468,15,1204576,1,t,"2013-04-06"
16,124815131,18,1197502,0,f,"2013-04-03"
6,124816524,4,1208251,0,f,"2013-04-28"
9,124823023,17,1197502,0,f,"2013-03-26"
9,124823127,17,1208251,0,f,"2013-04-25"
14,124825611,15,1208251,0,f,"2013-04-25"
14,124829096,15,1197502,0,f,"2013-03-26"
24,124830311,15,1208252,0,f,"2013-04-23"
24,124830983,15,1197502,0,f,"2013-03-29"
16,124834422,4,1197502,0,f,"2013-03-27"
29,124835818,88,1197502,0,f,"2013-03-29"
26,124840889,18,1197502,0,f,"2013-03-27"
26,124841534,18,1204821,1,t,"2013-04-03"
24,124843936,15,1197502,1,t,"2013-03-30"
26,124853877,18,1197502,1,t,"2013-03-25"
24,124859050,15,1197502,0,f,"2013-03-25"
24,124864193,15,1197502,0,f,"2013-03-25"
24,124865712,15,1204576,0,f,"2013-04-06"
24,124865892,15,1200581,0,f,"2013-04-02"
24,124866111,15,1197502,0,f,"2013-03-29"
26,124868331,18,1197502,0,f,"2013-03-27"
24,124868721,15,1197502,0,f,"2013-03-28"
26,124868727,18,1208252,0,f,"2013-04-23"
17,124869050,3,1197502,0,f,"2013-03-25"
26,124869516,18,1197502,0,f,"2013-03-26"
24,124870694,15,1197502,0,f,"2013-03-27"
17,124882365,3,1197502,0,f,"2013-03-26"
19,124882438,17,1208251,0,f,"2013-04-23"
24,124884134,15,1208251,0,f,"2013-04-23"
26,124886053,18,1197502,0,f,"2013-03-26"
24,124887918,15,1197502,0,f,"2013-03-27"
19,124892001,17,1197502,1,t,"2013-04-17"
26,124894821,18,1200581,0,f,"2013-04-02"
17,124895209,3,1208251,0,f,"2013-04-24"
26,124896365,18,1197502,1,t,"2013-03-28"
19,124897371,17,1208251,0,f,"2013-04-23"
19,124897896,17,1204576,0,f,"2013-04-05"
24,124900536,15,1197502,0,f,"2013-03-25"
24,124903158,15,1197502,0,f,"2013-03-26"
19,124905210,17,1197502,1,t,"2013-03-28"
24,124909564,15,1197502,0,f,"2013-03-25"
24,124910718,15,1204576,1,t,"2013-04-05"
24,124913077,15,1197502,0,f,"2013-03-29"
24,124914677,15,1204576,0,f,"2013-04-04"
24,124916157,15,1197502,0,f,"2013-04-16"
24,124927559,15,1197502,0,f,"2013-04-19"
24,124928167,15,1197502,0,f,"2013-03-25"
29,124930088,88,1208251,0,f,"2013-04-27"
24,124933310,15,1197502,0,f,"2013-03-26"
16,124934477,4,1197502,0,f,"2013-03-26"
19,124934693,17,1197502,0,f,"2013-03-25"
24,124935876,15,1208251,2,t,"2013-04-23"
24,124938566,15,1204576,1,t,"2013-04-05"
16,124940293,4,1197502,0,f,"2013-04-08"
24,124943259,15,1197502,0,f,"2013-03-26"
24,124943586,15,1204576,2,t,"2013-04-05"
26,124945015,18,1197502,0,f,"2013-04-18"
19,124945876,17,1197502,0,f,"2013-03-28"
16,124947662,4,1197502,0,f,"2013-04-09"
24,124948126,15,1197502,0,f,"2013-03-25"
26,124952153,18,1204822,1,t,"2013-04-02"
24,124952918,15,1197502,0,f,"2013-03-27"
24,124955123,15,1197502,1,t,"2013-03-26"
24,124958960,15,1204576,0,f,"2013-04-04"
54,124959162,95,1197502,0,f,"2013-03-31"
16,124960843,4,1208251,0,f,"2013-04-23"
16,124961129,4,1197502,1,t,"2013-03-25"
24,124971991,15,1197502,1,t,"2013-04-04"
54,124973246,95,1197502,0,f,"2013-03-25"
29,124973377,88,1197502,0,f,"2013-03-25"
16,124983678,4,1200581,0,f,"2013-04-01"
54,124983998,95,1197502,1,t,"2013-03-31"
22,124983999,20,1197502,0,f,"2013-03-25"
29,124984192,88,1200582,0,f,"2013-04-11"
24,124985827,15,1197502,0,f,"2013-03-27"
29,124986747,88,1208251,0,f,"2013-04-28"
26,124989651,18,1197502,0,f,"2013-03-26"
17,124995602,3,1197502,0,f,"2013-03-30"
24,124996768,15,1208251,0,f,"2013-04-23"
26,124997242,18,1197502,0,f,"2013-03-26"
24,125001679,15,1204576,0,f,"2013-04-06"
26,125005695,18,1197502,0,f,"2013-03-25"
24,125005895,15,1204821,0,f,"2013-04-21"
24,125010880,15,1204576,0,f,"2013-04-04"
26,125011383,18,1197502,0,f,"2013-03-27"
16,125013733,4,1197502,0,f,"2013-03-26"
26,125016494,18,1197502,0,f,"2013-03-27"
23,125022050,14,1204576,0,f,"2013-04-04"
26,125023032,18,1200581,0,f,"2013-03-30"
16,125028134,4,1197502,1,t,"2013-03-25"
26,125030835,18,1197502,0,f,"2013-03-25"
54,125032767,95,1200581,0,f,"2013-04-18"
24,125034293,15,1197502,0,f,"2013-03-26"
24,125035970,15,1197502,0,f,"2013-03-31"
26,125038934,18,1208251,0,f,"2013-04-25"
26,125041326,18,1208251,4,t,"2013-04-24"
54,125041964,95,1197502,0,f,"2013-04-16"
26,125045687,18,1204822,0,f,"2013-04-20"
16,125048469,4,1208252,0,f,"2013-04-28"
26,125051782,18,1197502,1,t,"2013-03-26"
29,125055887,88,1204576,9,t,"2013-04-04"
54,125059307,95,1208252,0,f,"2013-04-23"
54,125065295,95,1197502,0,f,"2013-03-27"
24,125067791,15,1197502,0,f,"2013-04-18"
